ID,Kpi,Grade,wbs,contractor,date
6365,safety excavation,64,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,12/08/2022
6364,safety on site,69,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",Gumex,12/08/2022
6363,structural steel,63,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",Gumex,12/08/2022
6362,soil stockpile,73,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",Velazquez,12/08/2022
6361,dump truck ,70,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",Velazquez,12/08/2022
6360,scissor lift,68,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",Gumex,12/08/2022
6359,safety on site,60,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa,12/08/2022
6358,rammer compactor,72,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa,05/08/2022
6357,safety on site,67,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Idinsa,12/08/2022
6356,crane,67,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,12/08/2022
6355,thermofusion fusion,72,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sisttemex,12/08/2022
6354,plastic pipe welder machine,71,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sevilla fusion,12/08/2022
6353,infrastructure safety inspection,58,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones,12/08/2022
6352,pipe,67,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones,12/08/2022
6351,scaffold,62,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones,12/08/2022
6350,safety on site,66,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Hercules,05/08/2022
6349,scaffold,65,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Hercules,12/08/2022
6348,safety on site,60,Storage systems for different types of gases in high-pressure containers,JM Y CM construcciones,12/08/2022
6347,lifting ,71,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",BAYSA,11/08/2022
6346,structural steel,67,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",BAYSA,11/08/2022
6345,safety on site,61,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",Energy Control,11/08/2022
6344,dump truck ,75,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",Energy Control,11/08/2022
6343,safety excavation,60,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,11/08/2022
6342,electrical panel,62,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",JABC,11/08/2022
6341,titan crane,71,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",JABC,11/08/2022
6340,welding on steel pipe,65,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",JABC,11/08/2022
6339,safety on site,63,"dedicated structure, or a section of a building, housing equipment for managing and controlling telecommunications infrastructure. It's essentially the central hub for a telecommunications network, ensuring smooth and reliable communication services",Intechsa,10/08/2022
6338,welding on steel pipe,68,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",JABC,10/08/2022
6337,safety on site,70,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX,10/08/2022
6336,safety excavation,57,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa,10/08/2022
6335,titan crane,70,"Construction of cooling towers. Structures designed to cool the water used in industrial and commercial systems. Their primary function is to remove heat from water-cooled systems, such as chillers, air conditioning systems, and process equipment.",FOSMON,10/08/2022
6334,safety on site,70,"Construction of cooling towers. Structures designed to cool the water used in industrial and commercial systems. Their primary function is to remove heat from water-cooled systems, such as chillers, air conditioning systems, and process equipment.",FOSMON,10/08/2022
6333,oxycut,70,"Construction of cooling towers. Structures designed to cool the water used in industrial and commercial systems. Their primary function is to remove heat from water-cooled systems, such as chillers, air conditioning systems, and process equipment.",FOSMON,10/08/2022
6332,backfilling and site improvement,66,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa,10/08/2022
6331,drum roller compactor,70,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa,10/08/2022
6330,plastic pipe welder machine,70,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sevilla fusion,10/08/2022
6329,lifting ,68,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,10/08/2022
6328,lifting ,72," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Sisttemex,10/08/2022
6327,titan crane,70," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Sisttemex,10/08/2022
6326,safety on site,60,"A system for collecting and draining liquids containing or contaminated with hydrocarbons, such as oil. Its main function is to prevent contamination of other drainage systems and ensure the proper disposal of oily waste.",SISTEMIdinsa,10/08/2022
6325,general workshop,58,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",JABC,10/08/2022
6324,welding on steel pipe,68,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",JABC,10/08/2022
6323,scissor lift,71,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",HIDROTIC,10/08/2022
6322,excavator,67,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,10/08/2022
6321,pipe,69,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",JABC,10/08/2022
6320,lifting ,79,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",JABC,10/08/2022
6319,welding machine,67,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,10/08/2022
6318,safety on site,61,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX,10/08/2022
6317,block installation,70,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX,10/08/2022
6316,crane,71,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",HIDROTIC,09/08/2022
6315,crane,70,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",GG,09/08/2022
6314,pipe,70,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",GG,09/08/2022
6313,safety on site,68," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",GCI,09/08/2022
6312,scissor lift,72," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",GCI,09/08/2022
6311,safety on site,63,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Hercules,09/08/2022
6310,backhoe loader ,72,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Hercules,09/08/2022
6309,safety on site,59,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,09/08/2022
6308,titan crane,73,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,09/08/2022
6307,welding on steel pipe,65,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,09/08/2022
6306,oxycut,69,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,09/08/2022
6305,welding on steel pipe,63,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,09/08/2022
6304,safety excavation,55,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,09/08/2022
6303,concrete structural element,56,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,09/08/2022
6302,concrete pouring,66,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,09/08/2022
6301,manual cutting with machine,70,"Cooling towers, which involves base preparation, structural installation, mechanical components, and the water distribution system.",FOSMON,09/08/2022
6300,lifting ,75," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Matesa,09/08/2022
6299,general workshop,62,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",GG,09/08/2022
6298,safety excavation,58,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA,09/08/2022
6297,scissor lift,66,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex,09/08/2022
6296,scissor lift,70,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex,09/08/2022
6295,electrical panel,60,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",Barosa,09/08/2022
6294,manual cutting with machine,72,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",Barosa,09/08/2022
6293,welding on steel pipe,69,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",Barosa,09/08/2022
6292,electric generator,70,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",Barosa,09/08/2022
6291,safety on site,67,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",Barosa,09/08/2022
6290,scissor lift,71,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",AJAX,09/08/2022
6289,pipe,76,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and productio",HIDROTIC,09/08/2022
6288,welding machine,66,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,09/08/2022
6287,crane,71,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,09/08/2022
6286,structural steel,77,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,09/08/2022
6285,lifting ,72,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,09/08/2022
6284,scissor lift,66,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,09/08/2022
6283,scaffold,70,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,09/08/2022
6282,welding machine,67,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,09/08/2022
6281,oxycut,60,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA,03/08/2022
6280,welding on steel pipe,65,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA,07/08/2022
6279,titan crane,72,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",OMEGA constructora.,05/08/2022
6278,safety on site,70,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,06/08/2022
6277,excavator,69,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,06/08/2022
6276,electrical panel,65,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",GG,06/08/2022
6275,safety excavation,56,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA,06/08/2022
6274,welding on steel pipe,69,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",GG,06/08/2022
6273,backfilling and site improvement,66,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa,06/08/2022
6272,plastic pipe welder machine,68,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sevilla fusion,05/08/2022
6271,welding machine,65,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Proyecta,05/08/2022
6270,concrete structural element,52,"A telecommunications system with a technological infrastructure that enables the transmission and reception of information remotely, using various media such as electrical, optical, or electromagnetic signals",JM Y CM construcciones,05/08/2022
6269,formwork placement,65,"A telecommunications system with a technological infrastructure that enables the transmission and reception of information remotely, using various media such as electrical, optical, or electromagnetic signals",JM Y CM construcciones,05/08/2022
6268,backfilling and site improvement,65,"Building water storage tanks involves choosing the right type, determining the capacity, and preparing the tank's foundation. Then, construction or installation takes place. Factors such as waterproofing and ventilation",OMEGA constructora.,05/08/2022
6267,drum roller compactor,68,"Building water storage tanks involves choosing the right type, determining the capacity, and preparing the tank's foundation. Then, construction or installation takes place. Factors such as waterproofing and ventilation",OMEGA constructora.,05/08/2022
6266,safety on site,60,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",OMEGA constructora.,05/08/2022
6265,safety on site,61,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",Idinsa,05/08/2022
6264,electrical panel,57,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",Idinsa,05/08/2022
6263,safety on site,68,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",Idinsa,05/08/2022
6262,structural steel,74,"A telecommunications system with a technological infrastructure that enables the transmission and reception of information remotely, using various media such as electrical, optical, or electromagnetic signals.",JM Y CM construcciones,05/08/2022
6261,safety on site,69,"A telecommunications system with a technological infrastructure that enables the transmission and reception of information remotely, using various media such as electrical, optical, or electromagnetic signals.",JM Y CM construcciones,05/08/2022
6260,lifting ,75,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,05/08/2022
6259,formwork placement,68,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",Velazquez,04/08/2022
6258,scissor lift,67,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",Gumex,04/08/2022
6257,safety excavation,61,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa,04/08/2022
6256,thermofusion fusion,70,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sevilla fusion,04/08/2022
6255,plastic pipe welder machine,71,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sevilla fusion,04/08/2022
6254,thermofusion fusion,69,"Fire extinguisher network: A set of components designed to provide water for firefighting. This network includes water sources, pumping equipment, and the piping network that distributes water to hydrants and other extinguishing devices.",Sevilla fusion,04/08/2022
6253,titan crane,70,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones,04/08/2022
6252,scissor lift,67,"a building that houses pumps and related equipment used to move fluids, such as water, sewage, or other liquids, from one place to another",JM Y CM construcciones,04/08/2022
6251,safety on site,68,"structure designed and used for business purposes, such as administration, clerical work, and client consultations. Can range in size and may house multiple businesses. Typically multi-story, with elevators, air conditioning, parking, and security",Hercules,04/08/2022
6250,concrete pouring,70,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX,02/08/2022
6249,safety on site,62,Storage systems for different types of gases in high-pressure containers,JM Y CM construcciones,04/08/2022
6248,concrete pouring,69,Storage systems for different types of gases in high-pressure containers,JM Y CM construcciones,04/08/2022
6247,pipe,68,Storage systems for different types of gases in high-pressure containers,JM Y CM construcciones,04/08/2022
6246,backhoe loader ,66,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa,04/08/2022
6245,safety on site,63,"facility for industrial production, assembly, or processing activities. It typically houses machinery, equipment, and systems used to manufacture or process materials into finished goods or intermediate products",JM Y CM construcciones,04/08/2022
6244,bricks,67,"facility for industrial production, assembly, or processing activities. It typically houses machinery, equipment, and systems used to manufacture or process materials into finished goods or intermediate products",JM Y CM construcciones,04/08/2022
6243,backhoe loader ,72,"facility for industrial production, assembly, or processing activities. It typically houses machinery, equipment, and systems used to manufacture or process materials into finished goods or intermediate products",JM Y CM construcciones,04/08/2022
6242,electrical panel,50,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",Idinsa,04/08/2022
6241,safety on site,69,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",Idinsa,04/08/2022
6240,safety on site,67,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",JM Y CM construcciones,04/08/2022
6239,backhoe loader ,60,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",JM Y CM construcciones,04/08/2022
6238,scissor lift,67,"A pumping station is a specialized building designed to house and protect pumping equipment. These structures are used for water supply and wastewater management. They provide a safe, weatherproof environment for pumps and related equipment.",Gumex,04/08/2022
6237,safety on site,68,"Construction of a drainage system, also known as a sanitation network or sewer system. This infrastructure is designed to collect and dispose of stormwater and wastewater, preventing stagnation and flooding, and ensuring sanitation.",Idinsa,04/08/2022
6236,general screwed connection,71,"Security wall composed of stone, brick, concrete, concrete blocks, masonry or similar materials, together with footings, pilasters, outriggers, grillwork, gates and other appurtenances, constructed around the perimeter of a subdivision ",Idinsa,04/08/2022
6235,scissor lift,69,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,04/08/2022
6234,structural steel,73,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,04/08/2022
6233,welding machine,67,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,04/08/2022
6232,safety on site,70,Manufacturing and assembly of metal structures to support various industrial and manufacturing systems,GCI,04/08/2022
6231,safety on site,56,"Water supply and return system. Water is extracted from a source and used in the building. The water is then treated, and the system returns the water to the source. It includes pipes, pumps, and a water treatment plant.",LIBRA,03/08/2022
6230,pipe,72,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",HIDROTIC,03/08/2022
6229,scissor lift,71,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex,03/08/2022
6228,crane,73,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",HIDROTIC,03/08/2022
6227,lifting ,80,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",HIDROTIC,03/08/2022
6226,anchors and screw elements,55," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Sisttemex,03/08/2022
6225,lifting ,75,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",Sisttemex,03/08/2022
6224,pipe,73,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",JABC,03/08/2022
6223,welding machine,66,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",JABC,03/08/2022
6222,structural steel,60," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Sisttemex,03/08/2022
6221,lifting ,74," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Sisttemex,03/08/2022
6220,welding on steel pipe,67,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",JABC,03/08/2022
6219,scissor lift,69," building structures, primarily using steel or other metal materials for the main framework and support system. These structures are known for their strength, durability, and versatility, making them suitable for a wide range of applications",Matesa,03/08/2022
6218,crane,73,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",Matesa,03/08/2022
6217,welding on steel pipe,69,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",GG,03/08/2022
6216,titan crane,72,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",GCI,03/08/2022
6215,scissor lift,72,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",GCI,03/08/2022
6214,structural steel,84,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",AJAX,03/08/2022
6213,electrical panel,62,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",Aw AZTECA,03/08/2022
6212,welding on steel pipe,70,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",Aw AZTECA,03/08/2022
6211,pipe,72,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",Aw AZTECA,03/08/2022
6210,scissor lift,71,"Construction of structural elements to support the rails and keep the railway track in place. These include cleats, which will be used to secure the rails to the sleepers.",AJAX,03/08/2022
6209,crane,70,"Interconnecting pipes in a refinery. To create a network  that transport various fluids (liquids, gases, and solids) between different processing units and equipment. This system, also known as process piping, is essential for moving materials through the plant, ensuring proper operation and production",HIDROTIC,03/08/2022
6208,scissor lift,71,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",HIDROTIC,03/08/2022
6207,scaffold,70,"Piping interconnection is the process of connecting different pipes and services to create an integrated system. This process allows the flow of liquids, gases, or solids between different sections of the building.",STIN.,03/08/2022
6206,scissor lift,72,"a structure supported by a metal framework, typically steel. These buildings can range from small sheds to large industrial facilities. Metal buildings are known for durability, strength, and versatility. offers cost-effective solutions ",AJAX,03/08/2022
6205,safety on site,60,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX,02/08/2022
6204,block installation,70,"Building  designed primarily for administrative activities, including office space, training rooms, and conference rooms. These buildings are not typically subject to specialized safety regulations beyond standard codes",EIMEX,02/08/2022
6203,wood,68,"dedicated structure, or a section of a building, housing equipment for managing and controlling telecommunications infrastructure. It's essentially the central hub for a telecommunications network, ensuring smooth and reliable communication services",Intechsa,02/08/2022
6202,backhoe loader ,70,"dedicated structure, or a section of a building, housing equipment for managing and controlling telecommunications infrastructure. It's essentially the central hub for a telecommunications network, ensuring smooth and reliable communication services",Intechsa,02/08/2022
